model_type,subtype,gene_id,chr,type,MiXcan_snp_num,filtered_snp_num,used_indel,used_palindromic,Z_1_join,p_1_join,Z_2_join,p_2_join,p_join
fibroblast,Luminal_A,ENSG00000048707.13,1,CellTypeSpecific,33,28,0,4,1.57868087496335,0.1144092737173,1.39442130267174,0.163190418910416,0.13477343911322
fibroblast,Luminal_B,ENSG00000048707.13,1,CellTypeSpecific,33,28,0,4,-0.756057152949401,0.449614929827213,-0.412322550716523,0.680103021980739,0.5742910221306
fibroblast,Luminal_B_HER2Neg,ENSG00000048707.13,1,CellTypeSpecific,33,28,0,4,-0.249258509097134,0.803160823515339,0.751900690291765,0.45211078298926,0.678256953156627
fibroblast,HER2_Enriched,ENSG00000048707.13,1,CellTypeSpecific,33,28,0,4,-0.273582646358853,0.78440537156639,-0.539788218510212,0.589343092922132,0.708039904334248
fibroblast,Triple_Neg,ENSG00000048707.13,1,CellTypeSpecific,33,28,0,4,2.09450176222376,0.036215306251084,2.87723607880637,0.00401175337826228,0.00722555623580379
fibroblast,Luminal_A,ENSG00000092607.13,1,CellTypeSpecific,33,33,3,5,0.55968818650272,0.575692141624946,-1.07520108080328,0.282284711658467,0.41120189181384
fibroblast,Luminal_B,ENSG00000092607.13,1,CellTypeSpecific,33,33,3,5,1.15869221669509,0.246581664555355,-0.886700611347447,0.375240109132589,0.301887576157937
fibroblast,Luminal_B_HER2Neg,ENSG00000092607.13,1,CellTypeSpecific,33,33,3,5,-0.876650678093721,0.380676403966874,-1.05547164638704,0.291209670404698,0.332334625937949
fibroblast,HER2_Enriched,ENSG00000092607.13,1,CellTypeSpecific,33,33,3,5,-1.1861796118724,0.235551375984183,-2.79065644590806,0.00526012724790905,0.0103305403793928
fibroblast,Triple_Neg,ENSG00000092607.13,1,CellTypeSpecific,33,33,3,5,2.2159045551419,0.0266980395142982,0.522997383943467,0.600976073750409,0.0545019358384241
fibroblast,Luminal_A,ENSG00000110092.3,11,CellTypeSpecific,44,43,1,5,-0.0227353711747409,0.981861361004002,-2.18556291394637,0.0288475983714511,0.905338086312211
fibroblast,Luminal_B,ENSG00000110092.3,11,CellTypeSpecific,44,43,1,5,3.20931165509494,0.00133053186181939,0.863766692795417,0.387716068241115,0.00265692876432518
fibroblast,Luminal_B_HER2Neg,ENSG00000110092.3,11,CellTypeSpecific,44,43,1,5,-0.270284809477596,0.786941150888103,-0.717121204054364,0.473299313238242,0.669651544744055
fibroblast,HER2_Enriched,ENSG00000110092.3,11,CellTypeSpecific,44,43,1,5,-1.62643935936003,0.103856223621802,-0.707956841458152,0.478972059366351,0.186117973269659
fibroblast,Triple_Neg,ENSG00000110092.3,11,CellTypeSpecific,44,43,1,5,0.781903346367515,0.434271378242759,0.256229324063869,0.797773766911164,0.665728325187483
fibroblast,Luminal_A,ENSG00000142233.11,19,CellTypeSpecific,55,54,0,7,0.170461833430906,0.864646947547066,-0.800358165658565,0.423503311766756,0.747041480827807
fibroblast,Luminal_B,ENSG00000142233.11,19,CellTypeSpecific,55,54,0,7,2.39587334258597,0.0165808187304482,1.9959686935266,0.0459373305625699,0.0243801286832032
fibroblast,Luminal_B_HER2Neg,ENSG00000142233.11,19,CellTypeSpecific,55,54,0,7,-1.32769275321237,0.184279628551295,0.44595824884651,0.655627405036334,0.352685213493221
fibroblast,HER2_Enriched,ENSG00000142233.11,19,CellTypeSpecific,55,54,0,7,0.228962645596233,0.818897949419335,0.541431490449168,0.588210206876571,0.737449602009284
fibroblast,Triple_Neg,ENSG00000142233.11,19,CellTypeSpecific,55,54,0,7,-0.443642918259448,0.657300771038661,0.62111878158408,0.534521472585181,0.599683639293399
fibroblast,Luminal_A,ENSG00000159164.9,1,CellTypeSpecific,20,11,1,2,-1.84968618710934,0.0643587924952458,2.4873787011299,0.0128688329861685,0.021474963561393
fibroblast,Luminal_B,ENSG00000159164.9,1,CellTypeSpecific,20,11,1,2,-0.66935204400762,0.503270935112372,1.8244224538486,0.0680882299651349,0.130720738490394
fibroblast,Luminal_B_HER2Neg,ENSG00000159164.9,1,CellTypeSpecific,20,11,1,2,-0.324371401307528,0.745656868684935,-0.828545282785539,0.407361761162746,0.603399950418904
fibroblast,HER2_Enriched,ENSG00000159164.9,1,CellTypeSpecific,20,11,1,2,1.14035987034643,0.254136404285552,0.654355001299681,0.512883118217094,0.360950190240533
fibroblast,Triple_Neg,ENSG00000159164.9,1,CellTypeSpecific,20,11,1,2,0.277185788292043,0.781637451560011,1.61696763791623,0.105885266697523,0.278270045956213
fibroblast,Luminal_A,ENSG00000176920.11,19,CellTypeSpecific,46,45,3,6,-0.817829781949778,0.413454389784314,-0.125896676124406,0.899813713810436,0.80217908692997
fibroblast,Luminal_B,ENSG00000176920.11,19,CellTypeSpecific,46,45,3,6,-2.13877991972793,0.0324534964728006,-1.37148851998124,0.170222719781907,0.0549863452095364
fibroblast,Luminal_B_HER2Neg,ENSG00000176920.11,19,CellTypeSpecific,46,45,3,6,1.30378816865479,0.192305817696459,1.26456765391325,0.206026354355524,0.198961394352177
fibroblast,HER2_Enriched,ENSG00000176920.11,19,CellTypeSpecific,46,45,3,6,-1.32345468067911,0.185684217854456,-1.194691587898,0.232207550306586,0.206731450709427
fibroblast,Triple_Neg,ENSG00000176920.11,19,CellTypeSpecific,46,45,3,6,0.825714636592592,0.408965987454463,1.26772995104413,0.204894405036824,0.282634774808333
fibroblast,Luminal_A,ENSG00000183779.6,8,CellTypeSpecific,36,36,0,6,6.8171650388537,9.28545739341538e-12,4.83618677772689,1.32353564363463e-06,1.85708140853562e-11
fibroblast,Luminal_B,ENSG00000183779.6,8,CellTypeSpecific,36,36,0,6,3.02815915297666,0.00246048466720394,2.54207606958883,0.0110196187673521,0.00402290358127543
fibroblast,Luminal_B_HER2Neg,ENSG00000183779.6,8,CellTypeSpecific,36,36,0,6,3.3009428334304,0.000963605141977542,2.01991492665164,0.0433922127098093,0.00188558036789098
fibroblast,HER2_Enriched,ENSG00000183779.6,8,CellTypeSpecific,36,36,0,6,2.5813435085917,0.00984165999452033,-0.316778566998395,0.751411628350493,0.0202962246606528
fibroblast,Triple_Neg,ENSG00000183779.6,8,CellTypeSpecific,36,36,0,6,4.759765526184,1.93817989746368e-06,1.9073691821576,0.0564727972108482,3.87622815914388e-06
fibroblast,Luminal_A,ENSG00000257800.1,2,CellTypeSpecific,31,29,2,8,-0.72446435015182,0.468780705930754,0.621787371743483,0.534081691122263,0.50144636329644
fibroblast,Luminal_B,ENSG00000257800.1,2,CellTypeSpecific,31,29,2,8,0.265213483318878,0.790845008529376,-0.396802351518192,0.691513216532699,0.748629755750128
fibroblast,Luminal_B_HER2Neg,ENSG00000257800.1,2,CellTypeSpecific,31,29,2,8,0.14066885862576,0.888131547640763,-0.138969984408312,0.889473867829489,0.888806592563235
fibroblast,HER2_Enriched,ENSG00000257800.1,2,CellTypeSpecific,31,29,2,8,-1.10361955811009,0.269758203472786,0.939567713537288,0.347439343865318,0.305314874841511
fibroblast,Triple_Neg,ENSG00000257800.1,2,CellTypeSpecific,31,29,2,8,-1.45511158889521,0.145638371374868,1.52663444671318,0.126851936399373,0.135637240429182
fibroblast,Luminal_A,ENSG00000277147.4,1,CellTypeSpecific,34,10,0,3,1.32213320349947,0.186123798968827,1.4470982195969,0.147869416615248,0.165005867716512
fibroblast,Luminal_B,ENSG00000277147.4,1,CellTypeSpecific,34,10,0,3,1.71210905864535,0.0868765722943261,1.65000886274693,0.0989411233842583,0.0925282865442714
fibroblast,Luminal_B_HER2Neg,ENSG00000277147.4,1,CellTypeSpecific,34,10,0,3,0.580417756025121,0.561632934026314,0.812391837089606,0.416566828663512,0.488513485749982
fibroblast,HER2_Enriched,ENSG00000277147.4,1,CellTypeSpecific,34,10,0,3,0.491252646643815,0.623247767289868,0.520735516134744,0.602551029430712,0.613024081290635
fibroblast,Triple_Neg,ENSG00000277147.4,1,CellTypeSpecific,34,10,0,3,1.40694992371655,0.159442238285575,1.65503819403837,0.0979167506109558,0.121687886159658
fibroblast,Luminal_A,ENSG00000084676.15,2,NonSpecific,29,29,2,5,-2.94792382017984,0.00319915890168006,-2.94792382017984,0.00319915890168006,0.00319915890168009
fibroblast,Luminal_B,ENSG00000084676.15,2,NonSpecific,29,29,2,5,-3.56514455106427,0.000363655706096926,-3.56514455106427,0.000363655706096926,0.000363655706096955
fibroblast,Luminal_B_HER2Neg,ENSG00000084676.15,2,NonSpecific,29,29,2,5,-1.18674085823924,0.235329853371371,-1.18674085823924,0.235329853371371,0.235329853371371
fibroblast,HER2_Enriched,ENSG00000084676.15,2,NonSpecific,29,29,2,5,-2.44169995805099,0.0146182903822579,-2.44169995805099,0.0146182903822579,0.014618290382258
fibroblast,Triple_Neg,ENSG00000084676.15,2,NonSpecific,29,29,2,5,-0.779673793600237,0.435582907965931,-0.779673793600237,0.435582907965931,0.435582907965931
fibroblast,Luminal_A,ENSG00000103199.13,16,NonSpecific,53,50,3,7,-1.4756425975322,0.140039863312629,-1.4756425975322,0.140039863312629,0.140039863312629
fibroblast,Luminal_B,ENSG00000103199.13,16,NonSpecific,53,50,3,7,0.899830152615826,0.368210645369218,0.899830152615826,0.368210645369218,0.368210645369218
fibroblast,Luminal_B_HER2Neg,ENSG00000103199.13,16,NonSpecific,53,50,3,7,-1.49423715894376,0.135113643472641,-1.49423715894376,0.135113643472641,0.135113643472642
fibroblast,HER2_Enriched,ENSG00000103199.13,16,NonSpecific,53,50,3,7,-0.74928147481856,0.45368757099666,-0.74928147481856,0.45368757099666,0.45368757099666
fibroblast,Triple_Neg,ENSG00000103199.13,16,NonSpecific,53,50,3,7,1.13290822404876,0.257252796002848,1.13290822404876,0.257252796002848,0.257252796002848
fibroblast,Luminal_A,ENSG00000149054.15,11,NonSpecific,53,51,3,1,2.64926753922019,0.0080666445332977,2.64926753922019,0.0080666445332977,0.00806664453329773
fibroblast,Luminal_B,ENSG00000149054.15,11,NonSpecific,53,51,3,1,-1.8422252446034,0.0654422092688297,-1.8422252446034,0.0654422092688297,0.0654422092688296
fibroblast,Luminal_B_HER2Neg,ENSG00000149054.15,11,NonSpecific,53,51,3,1,1.73731988748169,0.0823307231084164,1.73731988748169,0.0823307231084164,0.0823307231084165
fibroblast,HER2_Enriched,ENSG00000149054.15,11,NonSpecific,53,51,3,1,1.2475597342047,0.21219233203228,1.2475597342047,0.21219233203228,0.21219233203228
fibroblast,Triple_Neg,ENSG00000149054.15,11,NonSpecific,53,51,3,1,-0.728544249954419,0.46628049149927,-0.728544249954419,0.46628049149927,0.46628049149927
fibroblast,Luminal_A,ENSG00000165269.12,9,NonSpecific,28,25,1,6,0.442730591275853,0.657960612654451,0.442730591275853,0.657960612654451,0.657960612654451
fibroblast,Luminal_B,ENSG00000165269.12,9,NonSpecific,28,25,1,6,-1.21359678186565,0.224901736549023,-1.21359678186565,0.224901736549023,0.224901736549023
fibroblast,Luminal_B_HER2Neg,ENSG00000165269.12,9,NonSpecific,28,25,1,6,1.14837298772821,0.250814619962552,1.14837298772821,0.250814619962552,0.250814619962552
fibroblast,HER2_Enriched,ENSG00000165269.12,9,NonSpecific,28,25,1,6,-0.401227752070723,0.688252450163924,-0.401227752070723,0.688252450163924,0.688252450163924
fibroblast,Triple_Neg,ENSG00000165269.12,9,NonSpecific,28,25,1,6,1.13684278302306,0.255604014673534,1.13684278302306,0.255604014673534,0.255604014673534
fibroblast,Luminal_A,ENSG00000166333.13,11,NonSpecific,36,33,0,3,0.0923755891721286,0.92639963350632,0.0923755891721286,0.92639963350632,0.92639963350632
fibroblast,Luminal_B,ENSG00000166333.13,11,NonSpecific,36,33,0,3,0.216728030014852,0.828420302348697,0.216728030014852,0.828420302348697,0.828420302348697
fibroblast,Luminal_B_HER2Neg,ENSG00000166333.13,11,NonSpecific,36,33,0,3,0.211554636598068,0.83245450295873,0.211554636598068,0.83245450295873,0.83245450295873
fibroblast,HER2_Enriched,ENSG00000166333.13,11,NonSpecific,36,33,0,3,-0.285786950010781,0.775041303846847,-0.285786950010781,0.775041303846847,0.775041303846847
fibroblast,Triple_Neg,ENSG00000166333.13,11,NonSpecific,36,33,0,3,0.343237892134586,0.731419500445623,0.343237892134586,0.731419500445623,0.731419500445623
fibroblast,Luminal_A,ENSG00000198914.3,2,NonSpecific,25,25,1,1,-1.34958294638601,0.177149797430269,-1.34958294638601,0.177149797430269,0.17714979743027
fibroblast,Luminal_B,ENSG00000198914.3,2,NonSpecific,25,25,1,1,-1.78978138048241,0.0734890635960915,-1.78978138048241,0.0734890635960915,0.0734890635960915
fibroblast,Luminal_B_HER2Neg,ENSG00000198914.3,2,NonSpecific,25,25,1,1,1.12182442527639,0.261937098812679,1.12182442527639,0.261937098812679,0.261937098812679
fibroblast,HER2_Enriched,ENSG00000198914.3,2,NonSpecific,25,25,1,1,-1.52776687285672,0.12657042992954,-1.52776687285672,0.12657042992954,0.12657042992954
fibroblast,Triple_Neg,ENSG00000198914.3,2,NonSpecific,25,25,1,1,-1.08287546359337,0.278863704063216,-1.08287546359337,0.278863704063216,0.278863704063216
fibroblast,Luminal_A,ENSG00000224397.5,20,NonSpecific,41,39,2,2,-0.593407447153148,0.552908506172851,-0.593407447153148,0.552908506172851,0.552908506172851
fibroblast,Luminal_B,ENSG00000224397.5,20,NonSpecific,41,39,2,2,-0.475156958585196,0.634675102906081,-0.475156958585196,0.634675102906081,0.634675102906081
fibroblast,Luminal_B_HER2Neg,ENSG00000224397.5,20,NonSpecific,41,39,2,2,-0.57491400083416,0.565349460521007,-0.57491400083416,0.565349460521007,0.565349460521007
fibroblast,HER2_Enriched,ENSG00000224397.5,20,NonSpecific,41,39,2,2,-1.49408021255385,0.135154655191062,-1.49408021255385,0.135154655191062,0.135154655191062
fibroblast,Triple_Neg,ENSG00000224397.5,20,NonSpecific,41,39,2,2,-1.79754059987212,0.0722498387369642,-1.79754059987212,0.0722498387369642,0.0722498387369642
fibroblast,Luminal_A,ENSG00000226445.1,6,NonSpecific,30,29,1,3,5.41023832226794,6.2940930979973e-08,5.41023832226794,6.2940930979973e-08,6.29409309872588e-08
fibroblast,Luminal_B,ENSG00000226445.1,6,NonSpecific,30,29,1,3,-3.18188248074125,0.00146321177610323,-3.18188248074125,0.00146321177610323,0.00146321177610324
fibroblast,Luminal_B_HER2Neg,ENSG00000226445.1,6,NonSpecific,30,29,1,3,1.7708440641927,0.0765866361333578,1.7708440641927,0.0765866361333578,0.0765866361333579
fibroblast,HER2_Enriched,ENSG00000226445.1,6,NonSpecific,30,29,1,3,0.327543534176612,0.743256821666322,0.327543534176612,0.743256821666322,0.743256821666322
fibroblast,Triple_Neg,ENSG00000226445.1,6,NonSpecific,30,29,1,3,2.30387136498425,0.0212298655580093,2.30387136498425,0.0212298655580093,0.0212298655580094
fibroblast,Luminal_A,ENSG00000232871.8,19,NonSpecific,44,44,0,7,2.31493596913312,0.0206164365262354,2.31493596913312,0.0206164365262354,0.0206164365262354
fibroblast,Luminal_B,ENSG00000232871.8,19,NonSpecific,44,44,0,7,5.28427157621493,1.26205912199053e-07,5.28427157621493,1.26205912199053e-07,1.26205912273995e-07
fibroblast,Luminal_B_HER2Neg,ENSG00000232871.8,19,NonSpecific,44,44,0,7,1.84179084692378,0.0655057494368309,1.84179084692378,0.0655057494368309,0.065505749436831
fibroblast,HER2_Enriched,ENSG00000232871.8,19,NonSpecific,44,44,0,7,-0.130396009371038,0.89625312369635,-0.130396009371038,0.89625312369635,0.89625312369635
fibroblast,Triple_Neg,ENSG00000232871.8,19,NonSpecific,44,44,0,7,1.13620808341668,0.255869488286147,1.13620808341668,0.255869488286147,0.255869488286147
fibroblast,Luminal_A,ENSG00000236036.1,13,NonSpecific,6,5,0,1,-1.15262893211763,0.249062722705104,-1.15262893211763,0.249062722705104,0.249062722705104
fibroblast,Luminal_B,ENSG00000236036.1,13,NonSpecific,6,5,0,1,-0.944448926467878,0.344940289420133,-0.944448926467878,0.344940289420133,0.344940289420133
fibroblast,Luminal_B_HER2Neg,ENSG00000236036.1,13,NonSpecific,6,5,0,1,1.64831709926732,0.0992876176697498,1.64831709926732,0.0992876176697498,0.0992876176697498
fibroblast,HER2_Enriched,ENSG00000236036.1,13,NonSpecific,6,5,0,1,-0.348938390431307,0.727135563018604,-0.348938390431307,0.727135563018604,0.727135563018604
fibroblast,Triple_Neg,ENSG00000236036.1,13,NonSpecific,6,5,0,1,-0.538398030029583,0.590302286114433,-0.538398030029583,0.590302286114433,0.590302286114433
