gene_id,chr,type,phenotype,PrediXcan_snp_num,filtered_snp_num,used_indel,used_palindromic,Z_1_join,p_1_join,Z_2_join,p_2_join,p_join
ENSG00000048707.13,1,NonSpecific,PMD,4,4,0,0,0.614209627739175,0.539076812073655,0.614209627739175,0.539076812073655,0.539076812073655
ENSG00000084676.15,2,NonSpecific,PMD,8,8,0,1,0.168097831736535,0.866506315103714,0.168097831736535,0.866506315103714,0.866506315103714
ENSG00000092607.13,1,NonSpecific,PMD,6,6,2,1,-1.1772602831777,0.239091634068459,-1.1772602831777,0.239091634068459,0.239091634068459
ENSG00000103199.13,16,NonSpecific,PMD,9,9,1,0,-0.266631817967704,0.789752655030072,-0.266631817967704,0.789752655030072,0.789752655030072
ENSG00000110092.3,11,NonSpecific,PMD,11,11,0,2,-2.81845228119199,0.00482557832553339,-2.81845228119199,0.00482557832553339,0.00482557832553341
ENSG00000142233.11,19,NonSpecific,PMD,12,12,0,2,2.94390048870483,0.00324104190847276,2.94390048870483,0.00324104190847276,0.00324104190847274
ENSG00000149054.15,11,NonSpecific,PMD,16,16,1,1,0.19754382160253,0.843401992319203,0.19754382160253,0.843401992319203,0.843401992319203
ENSG00000159164.9,1,NonSpecific,PMD,7,3,0,1,3.55935079943857,0.000371772668995316,3.55935079943857,0.000371772668995316,0.00037177266899533
ENSG00000165269.12,9,NonSpecific,PMD,6,5,0,2,2.1141715919776,0.0345006142663412,2.1141715919776,0.0345006142663412,0.0345006142663412
ENSG00000166333.13,11,NonSpecific,PMD,1,1,0,0,-0.706,0.480188137451567,-0.706,0.480188137451567,0.480188137451567
ENSG00000183779.6,8,NonSpecific,PMD,4,4,0,0,3.69429999489619,0.000220493364819224,3.69429999489619,0.000220493364819224,0.000220493364819253
ENSG00000198914.3,2,NonSpecific,PMD,11,11,0,0,-3.97600582422855,7.00824095457389e-05,-3.97600582422855,7.00824095457389e-05,7.00824095457465e-05
ENSG00000224397.5,20,NonSpecific,PMD,5,5,0,2,3.93264647717378,8.40157527409697e-05,3.93264647717378,8.40157527409697e-05,8.40157527410239e-05
ENSG00000226445.1,6,NonSpecific,PMD,5,5,0,0,-0.555923174860481,0.578263374766041,-0.555923174860481,0.578263374766041,0.578263374766041
ENSG00000232871.8,19,NonSpecific,PMD,17,17,0,2,5.17112144126541,2.32693275049241e-07,5.17112144126541,2.32693275049241e-07,2.3269327506923e-07
ENSG00000236036.1,13,NonSpecific,PMD,3,3,0,1,2.60774345788497,0.00911412324878441,2.60774345788497,0.00911412324878441,0.00911412324878446
ENSG00000257800.1,2,NonSpecific,PMD,4,4,0,2,1.20538472232037,0.228054816566372,1.20538472232037,0.228054816566372,0.228054816566372
ENSG00000277147.4,1,NonSpecific,PMD,3,1,0,1,0.769,0.441893310532955,0.769,0.441893310532955,0.441893310532955
