"","gene_id","chr","type","phenotype","celltype","MiXcan_snp_num","filtered_snp_num","Z_1_join","p_1_join","Z_2_join","p_2_join","p_join"
"1","ENSG00000142233.11","19","CellTypeSpecific","NDA","epithelial",49,47,-0.173368788514029,0.862361556745706,-0.431440561000995,0.666148062786962,0.799399351360321
"2","ENSG00000149054.15","11","CellTypeSpecific","NDA","epithelial",55,50,-0.98698934761173,0.323647860770658,0.974776586167564,0.329671093658191,0.326642218893094
"3","ENSG00000183779.6","8","CellTypeSpecific","NDA","epithelial",38,38,6.58690570430566,4.49087291661075e-11,9.2418672500884,2.42232513477423e-20,4.84465026693532e-20
"4","ENSG00000224397.5","20","CellTypeSpecific","NDA","epithelial",56,53,0.707213281576821,0.479433946069003,-0.282335453725881,0.777686302750003,0.663262776425022
"5","ENSG00000048707.13","1","NonSpecific","NDA","epithelial",42,38,0.401773306840294,0.687850868663706,0.401773306840294,0.687850868663706,0.687850868663706
"6","ENSG00000084676.15","2","NonSpecific","NDA","epithelial",37,35,1.9193610162696,0.0549386609636066,1.9193610162696,0.0549386609636066,0.0549386609636067
"7","ENSG00000092607.13","1","NonSpecific","NDA","epithelial",34,31,0.0162635391805487,0.987024145211135,0.0162635391805487,0.987024145211135,0.987024145211135
"8","ENSG00000103199.13","16","NonSpecific","NDA","epithelial",58,52,1.84764719696147,0.0646533972771488,1.84764719696147,0.0646533972771488,0.0646533972771488
"9","ENSG00000110092.3","11","NonSpecific","NDA","epithelial",28,26,-1.53942309882504,0.12370103848946,-1.53942309882504,0.12370103848946,0.123701038489461
"10","ENSG00000165269.12","9","NonSpecific","NDA","epithelial",33,28,1.16118329697373,0.245567365893572,1.16118329697373,0.245567365893572,0.245567365893572
"11","ENSG00000166333.13","11","NonSpecific","NDA","epithelial",30,30,-0.843416904148775,0.398995321138432,-0.843416904148775,0.398995321138432,0.398995321138432
"12","ENSG00000198914.3","2","NonSpecific","NDA","epithelial",25,24,-2.98788011942836,0.00280919719700042,-2.98788011942836,0.00280919719700042,0.00280919719700039
"13","ENSG00000226445.1","6","NonSpecific","NDA","epithelial",28,26,-3.1820808791665,0.00146220979192323,-3.1820808791665,0.00146220979192323,0.00146220979192325
"14","ENSG00000232871.8","19","NonSpecific","NDA","epithelial",42,42,-1.8499174468168,0.0643254488693868,-1.8499174468168,0.0643254488693868,0.0643254488693868
"15","ENSG00000236036.1","13","NonSpecific","NDA","epithelial",7,6,4.61724523996497,3.88867622006738e-06,4.61724523996497,3.88867622006738e-06,3.88867622009876e-06
"16","ENSG00000257800.1","2","NonSpecific","NDA","epithelial",22,21,0.969210709322989,0.332440068855618,0.969210709322989,0.332440068855618,0.332440068855618
"17","ENSG00000277147.4","1","NonSpecific","NDA","epithelial",17,5,-0.490560323815771,0.623737454286653,-0.490560323815771,0.623737454286653,0.623737454286653
