"","gene_id","chr","type","phenotype","celltype","MiXcan_snp_num","filtered_snp_num","Z_1_join","p_1_join","Z_2_join","p_2_join","p_join"
"1","ENSG00000142233.11","19","CellTypeSpecific","PMD","epithelial",49,47,-2.99008876592659,0.00278896386338468,-0.288490145369116,0.77297157287297,0.00563455231507482
"2","ENSG00000149054.15","11","CellTypeSpecific","PMD","epithelial",55,50,0.490528786183838,0.62375976513793,-0.659928078432367,0.509299984493603,0.568760234665487
"3","ENSG00000183779.6","8","CellTypeSpecific","PMD","epithelial",38,38,-3.93541308504763,8.30537179277693e-05,-4.9414924469008,7.75268203786724e-07,1.53619671919074e-06
"4","ENSG00000224397.5","20","CellTypeSpecific","PMD","epithelial",56,53,-4.09868634637672,4.15501642455551e-05,-2.35189356126066,0.0186781188143659,8.29160889340922e-05
"5","ENSG00000048707.13","1","NonSpecific","PMD","epithelial",42,38,-0.842516661884829,0.39949881727965,-0.842516661884829,0.39949881727965,0.39949881727965
"6","ENSG00000084676.15","2","NonSpecific","PMD","epithelial",37,35,-0.633009082241357,0.526727712047844,-0.633009082241357,0.526727712047844,0.526727712047844
"7","ENSG00000092607.13","1","NonSpecific","PMD","epithelial",34,31,1.14944415623729,0.250372881229591,1.14944415623729,0.250372881229591,0.250372881229591
"8","ENSG00000103199.13","16","NonSpecific","PMD","epithelial",58,52,0.596846184136385,0.550610080005296,0.596846184136385,0.550610080005296,0.550610080005296
"9","ENSG00000110092.3","11","NonSpecific","PMD","epithelial",28,26,1.79602138311744,0.0724911163239818,1.79602138311744,0.0724911163239818,0.0724911163239818
"10","ENSG00000165269.12","9","NonSpecific","PMD","epithelial",33,28,-2.05813241827889,0.0395774238198636,-2.05813241827889,0.0395774238198636,0.0395774238198636
"11","ENSG00000166333.13","11","NonSpecific","PMD","epithelial",30,30,0.898405539973475,0.368969384036491,0.898405539973475,0.368969384036491,0.368969384036491
"12","ENSG00000198914.3","2","NonSpecific","PMD","epithelial",25,24,4.01764376303723,5.87829729940736e-05,4.01764376303723,5.87829729940736e-05,5.87829729940728e-05
"13","ENSG00000226445.1","6","NonSpecific","PMD","epithelial",28,26,0.295798920128375,0.767383647727737,0.295798920128375,0.767383647727737,0.767383647727737
"14","ENSG00000232871.8","19","NonSpecific","PMD","epithelial",42,42,-5.56289873104012,2.65329879420506e-08,-5.56289873104012,2.65329879420506e-08,2.65329879652493e-08
"15","ENSG00000236036.1","13","NonSpecific","PMD","epithelial",7,6,-2.99828819651449,0.00271500798926887,-2.99828819651449,0.00271500798926887,0.00271500798926887
"16","ENSG00000257800.1","2","NonSpecific","PMD","epithelial",22,21,-1.29009929679488,0.197016184014116,-1.29009929679488,0.197016184014116,0.197016184014116
"17","ENSG00000277147.4","1","NonSpecific","PMD","epithelial",17,5,0.629926942247875,0.528742384531235,0.629926942247875,0.528742384531235,0.528742384531235
