"","gene_id","chr","type","phenotype","celltype","MiXcan_snp_num","filtered_snp_num","Z_1_join","p_1_join","Z_2_join","p_2_join","p_join"
"1","ENSG00000048707.13","1","CellTypeSpecific","DA","fibroblast",33,29,-0.392567736046772,0.694638773200103,-0.760775494215691,0.446791173852827,0.582811051622766
"2","ENSG00000092607.13","1","CellTypeSpecific","DA","fibroblast",33,30,-0.0394954042568857,0.968495417531498,0.988210033716912,0.323049795179426,0.933607906401008
"3","ENSG00000110092.3","11","CellTypeSpecific","DA","fibroblast",44,42,0.53636961330585,0.591703127981101,1.21531170081218,0.224247230877736,0.368040503596286
"4","ENSG00000142233.11","19","CellTypeSpecific","DA","fibroblast",55,55,-4.72710456853439,2.27743996789865e-06,-3.6871164201204,0.000226809608431147,4.50959817943066e-06
"5","ENSG00000159164.9","1","CellTypeSpecific","DA","fibroblast",20,10,0.533067115024808,0.593987122050663,-5.89396455312443,3.77038083801324e-09,7.54076175241082e-09
"6","ENSG00000176920.11","19","CellTypeSpecific","DA","fibroblast",46,43,4.21276037601331,2.52268649092704e-05,4.35574591915378,1.32614534809903e-05,1.73842303064195e-05
"7","ENSG00000183779.6","8","CellTypeSpecific","DA","fibroblast",36,36,-0.000917870632565654,0.999267645296295,-1.60373445825194,0.108772597015905,0.998525761968213
"8","ENSG00000257800.1","2","CellTypeSpecific","DA","fibroblast",31,27,-0.287246468441733,0.773923608104563,0.27305263706857,0.784812753804676,0.779480320654628
"9","ENSG00000277147.4","1","CellTypeSpecific","DA","fibroblast",34,9,-0.656629443628317,0.511419211947993,-0.523905341122809,0.60034437970212,0.556997956745405
"10","ENSG00000084676.15","2","NonSpecific","DA","fibroblast",29,27,0.163542547558098,0.870091275962281,0.163542547558098,0.870091275962281,0.870091275962281
"11","ENSG00000103199.13","16","NonSpecific","DA","fibroblast",53,47,0.948380623572071,0.342935720003729,0.948380623572071,0.342935720003729,0.342935720003729
"12","ENSG00000149054.15","11","NonSpecific","DA","fibroblast",53,50,-0.0139303381715873,0.988885557714883,-0.0139303381715873,0.988885557714883,0.988885557714883
"13","ENSG00000165269.12","9","NonSpecific","DA","fibroblast",28,24,-0.804935981538717,0.420856623423634,-0.804935981538717,0.420856623423634,0.420856623423634
"14","ENSG00000166333.13","11","NonSpecific","DA","fibroblast",36,36,-0.0341153441719084,0.972785172727674,-0.0341153441719084,0.972785172727674,0.972785172727674
"15","ENSG00000198914.3","2","NonSpecific","DA","fibroblast",25,24,3.16841994254387,0.00153269954689232,3.16841994254387,0.00153269954689232,0.00153269954689233
"16","ENSG00000224397.5","20","NonSpecific","DA","fibroblast",41,38,-4.72803994672122,2.26697591442958e-06,-4.72803994672122,2.26697591442958e-06,2.26697591447778e-06
"17","ENSG00000226445.1","6","NonSpecific","DA","fibroblast",30,28,-2.4803342701471,0.0131259266496132,-2.4803342701471,0.0131259266496132,0.0131259266496132
"18","ENSG00000232871.8","19","NonSpecific","DA","fibroblast",44,44,-6.33316057154136,2.40189363124339e-10,-6.33316057154136,2.40189363124339e-10,2.401893599626e-10
"19","ENSG00000236036.1","13","NonSpecific","DA","fibroblast",6,5,-0.926514164136381,0.354178839652698,-0.926514164136381,0.354178839652698,0.354178839652698
